isChapter, link, compareLink, text, isChildLink, similarHrefCount, containsChapter, endsWithNumber
true,https://mangahere.onl/chapter/return-of-immortal-emperor/chapter-4,chapter/return-of-immortal-emperor/chapter-4,#4 - Chapter 411-20-2019,true,179,true,true
true,https://mangahere.onl/chapter/return-of-immortal-emperor/chapter-3,chapter/return-of-immortal-emperor/chapter-3,#3 - Chapter 311-20-2019,true,179,true,true
true,https://mangahere.onl/chapter/return-of-immortal-emperor/chapter-2,chapter/return-of-immortal-emperor/chapter-2,#2 - Chapter 211-20-2019,true,179,true,true
false,https://mangahere.onl/manga/kanojo-okarishimasu,manga/kanojo-okarishimasu,,false,9,false,false
false,https://mangahere.onl/chapter/kanojo-okarishimasu/chapter-171,chapter/kanojo-okarishimasu/chapter-171,#171,false,179,true,true
false,https://mangahere.onl/manga/douluo-dalu,manga/douluo-dalu,,false,7,false,false
false,https://mangahere.onl/chapter/douluo-dalu/chapter-266.5,chapter/douluo-dalu/chapter-266.5,#266.5,false,179,true,true
false,https://mangahere.onl/manga/the-god-of-high-school_106,manga/the-god-of-high-school_106,,false,11,false,true
false,https://mangahere.onl/chapter/the-god-of-high-school_106/chapter-498,chapter/the-god-of-high-school_106/chapter-498,#498,false,178,true,true
false,https://mangahere.onl/manga/hardcore-leveling-warrior,manga/hardcore-leveling-warrior,,false,8,false,false
false,https://mangahere.onl/chapter/hardcore-leveling-warrior/chapter-259,chapter/hardcore-leveling-warrior/chapter-259,#259,false,179,true,true
false,https://mangahere.onl/manga/mairimashita-iruma-kun,manga/mairimashita-iruma-kun,,false,8,false,false
false,https://mangahere.onl/chapter/mairimashita-iruma-kun/chapter-187,chapter/mairimashita-iruma-kun/chapter-187,#187,false,179,true,true
false,https://mangahere.onl/manga/martial-peak,manga/martial-peak,,false,11,false,false
false,https://mangahere.onl/chapter/martial-peak/chapter-900,chapter/martial-peak/chapter-900,#900,false,178,true,true
false,https://mangahere.onl/manga/yuan-zun,manga/yuan-zun,,false,7,false,false
false,https://mangahere.onl/chapter/yuan-zun/chapter-285.5,chapter/yuan-zun/chapter-285.5,#285.5,false,176,true,true
false,https://mangahere.onl/manga/immortal-swordsman-in-the-reverse-world,manga/immortal-swordsman-in-the-reverse-world,,false,9,false,false
false,https://mangahere.onl/chapter/immortal-swordsman-in-the-reverse-world/chapter-161,chapter/immortal-swordsman-in-the-reverse-world/chapter-161,#161,false,178,true,true
false,https://mangahere.onl/manga/goddess-creation-system,manga/goddess-creation-system,,false,13,false,false
false,https://mangahere.onl/chapter/goddess-creation-system/chapter-363.5,chapter/goddess-creation-system/chapter-363.5,#363.5,false,179,true,true
false,https://mangahere.onl/manga/battle-frenzy,manga/battle-frenzy,,false,9,false,false
false,https://mangahere.onl/chapter/battle-frenzy/chapter-318,chapter/battle-frenzy/chapter-318,#318,false,179,true,true
false,https://mangahere.onl/manga/tales-of-demons-and-gods,manga/tales-of-demons-and-gods,,false,9,false,false
false,https://mangahere.onl/chapter/tales-of-demons-and-gods/chapter-310.1,chapter/tales-of-demons-and-gods/chapter-310.1,#310.1,false,179,true,true
false,https://mangahere.onl/manga/iron-ladies,manga/iron-ladies,,false,15,false,false
false,https://mangahere.onl/chapter/iron-ladies/chapter-338,chapter/iron-ladies/chapter-338,#338,false,179,true,true
false,https://mangahere.onl/manga/solo-leveling_102,manga/solo-leveling_102,,false,9,false,true
false,https://mangahere.onl/chapter/solo-leveling_102/chapter-135,chapter/solo-leveling_102/chapter-135,#135,false,154,true,true
false,https://mangahere.onl/manga/komi-san-wa-komyushou-desu,manga/komi-san-wa-komyushou-desu,,false,11,false,false
false,https://mangahere.onl/chapter/komi-san-wa-komyushou-desu/chapter-285,chapter/komi-san-wa-komyushou-desu/chapter-285,#285,false,179,true,true
false,https://mangahere.onl/manga/apotheosis,manga/apotheosis,,false,11,false,false
false,https://mangahere.onl/chapter/apotheosis/chapter-687,chapter/apotheosis/chapter-687,#687,false,179,true,true
false,https://mangahere.onl/manga/onepunch-man_117,manga/onepunch-man_117,,false,8,false,true
false,https://mangahere.onl/chapter/onepunch-man_117/chapter-138,chapter/onepunch-man_117/chapter-138,#138,false,179,true,true
false,https://mangahere.onl/manga/shen-yi-di-nu,manga/shen-yi-di-nu,,false,14,false,false
false,https://mangahere.onl/chapter/shen-yi-di-nu/chapter-360.5,chapter/shen-yi-di-nu/chapter-360.5,#360.5,false,179,true,true
false,https://mangahere.onl/manga/volcanic-age,manga/volcanic-age,,false,14,false,false
false,https://mangahere.onl/chapter/volcanic-age/chapter-156,chapter/volcanic-age/chapter-156,#156,false,179,true,true
false,https://mangahere.onl/manga/world-s-end-harem,manga/world-s-end-harem,,false,15,false,false
false,https://mangahere.onl/chapter/world-s-end-harem/chapter-85,chapter/world-s-end-harem/chapter-85,#85,false,179,true,true
false,https://mangahere.onl/manga/versatile-mage,manga/versatile-mage,,false,14,false,false
false,https://mangahere.onl/chapter/versatile-mage/chapter-628,chapter/versatile-mage/chapter-628,#628,false,179,true,true
false,https://www.facebook.com/mangaherefun,mangaherefun,,false,6,false,false
false,https://www.instagram.com/mangahub.io,mangahub.io,,false,3,false,false
false,https://twitter.com/MangaHubIO,mangahubio,,false,4,false,false
false,https://www.pinterest.com/mangahub,mangahub,,false,4,false,false
false,https://mangahere.onl/contact,contact,Contact,false,0,false,false
false,https://mangahere.onl/terms,terms,Terms,false,0,false,false
false,https://mangahere.onl/privacy,privacy,Privacy,false,0,false,false
false,https://mangahub.io,https://mangahub.io,©mangahub.io group,false,1,false,false
false,https://mangahere.onl/user/history,user/history,Full List,false,0,false,false
false,/css/notifications.css,/css/notifications.css,,false,2,false,false
false,/css/nprogress.css,/css/nprogress.css,,false,2,false,false
false,https://mangapanda.onl/opensearch.xml,opensearch.xml,,false,0,false,false
false,https://mangapanda.onl/manga/coffee-vanilla,manga/coffee-vanilla,,true,16,false,false
false,/apple-touch-icon.png,/apple-touch-icon.png,,false,0,false,false
false,/favicon-32x32.png,/favicon-32x32.png,,false,1,false,true
false,/favicon-16x16.png,/favicon-16x16.png,,false,1,false,true
false,/manifest.json,/manifest.json,,false,0,false,false
false,/safari-pinned-tab.svg,/safari-pinned-tab.svg,,false,0,false,false
false,https://fonts.googleapis.com/css?family=Roboto:400,400i,500,700,css?family=roboto:400,400i,500,700,,false,0,false,true
false,/css/bootstrap.css?v=200927,/css/bootstrap.css?v=200927,,false,2,false,true
false,/assets/vendors.e05f03dc.chunk.js,/assets/vendors.e05f03dc.chunk.js,,false,3,false,true
false,/assets/client.65409c9b.js,/assets/client.65409c9b.js,,false,1,false,true
false,/assets/vendors~chapter~contact~directory~home~login~manga~not-found~privacy~terms~user.c8317a1c.chunk.js,/assets/vendors~chapter~contact~directory~home~login~manga~not-found~privacy~terms~user.c8317a1c.chunk.js,,false,1,true,true
false,/assets/vendors~chapter~manga~user.a5157e86.chunk.js,/assets/vendors~chapter~manga~user.a5157e86.chunk.js,,false,2,true,true
false,/assets/vendors~manga.e0e7bfe2.chunk.js,/assets/vendors~manga.e0e7bfe2.chunk.js,,false,3,false,true
false,/assets/chapter~contact~directory~home~login~manga~not-found~privacy~terms~user.4e905dc4.chunk.js,/assets/chapter~contact~directory~home~login~manga~not-found~privacy~terms~user.4e905dc4.chunk.js,,false,1,true,true
false,/assets/manga.d7590c0f.chunk.js,/assets/manga.d7590c0f.chunk.js,,false,3,false,true
false,https://mangapanda.onl,https://mangapanda.onl,MangaPanda,false,1,false,false
false,https://mangapanda.onl/login,login,,false,0,false,false
false,https://mangapanda.onl/search,search,Directory,false,0,false,false
false,https://mangapanda.onl/popular,popular,Popular,false,0,false,false
false,https://mangapanda.onl/updates,updates,Updates,false,0,false,false
false,https://mangapanda.onl/new,new,New,false,0,false,false
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-39,chapter/coffee-vanilla/chapter-39,Chapter 39,true,57,true,true
false,https://mangapanda.onl/genre/romance,genre/romance,Romance,false,2,false,false
false,https://mangapanda.onl/genre/shoujo,genre/shoujo,Shoujo,false,2,false,false
false,https://mangapanda.onl/genre/ecchi,genre/ecchi,Ecchi,false,2,false,false
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-1,chapter/coffee-vanilla/chapter-1,Start Reading,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-38,chapter/coffee-vanilla/chapter-38,#38 - Coffee & Vanilla 382 weeks ago,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-37.5,chapter/coffee-vanilla/chapter-37.5,#37.5 - Extra Episode: Side:Natsuki06-19-2020,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-27,chapter/coffee-vanilla/chapter-27,#27 - Coffee & Vanilla 2706-28-2020,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-26,chapter/coffee-vanilla/chapter-26,#26 - Vol. 7 Ch. 2602-05-2020,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-25.5,chapter/coffee-vanilla/chapter-25.5,#25.5 - Vol. 6 Ch. 25.5 - Extra11-17-2019,true,56,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-25,chapter/coffee-vanilla/chapter-25,#25 - Vol.6 Chapter 2506-13-2019,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-24,chapter/coffee-vanilla/chapter-24,#24 - Vol.6 Chapter 2402-26-2019,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-23,chapter/coffee-vanilla/chapter-23,#23 - Chapter 2312-14-2018,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-22,chapter/coffee-vanilla/chapter-22,#22 - Chapter 2211-20-2018,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-21.5,chapter/coffee-vanilla/chapter-21.5,#21.5 - Coffee & Vanilla 21.506-20-2020,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-21,chapter/coffee-vanilla/chapter-21,#21 - Chapter 2104-06-2018,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-20,chapter/coffee-vanilla/chapter-20,#20 - Ch.2001-17-2018,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-19,chapter/coffee-vanilla/chapter-19,#19 - Ch.1909-26-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-18,chapter/coffee-vanilla/chapter-18,#18 - Chapter 1807-22-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-17.5,chapter/coffee-vanilla/chapter-17.5,#17.5 - Extra05-14-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-17,chapter/coffee-vanilla/chapter-17,#17 - Chapter 1705-13-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-16,chapter/coffee-vanilla/chapter-16,#16 - Chapter 1604-25-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-15,chapter/coffee-vanilla/chapter-15,#15 - Date & Friend04-09-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-14.5,chapter/coffee-vanilla/chapter-14.5,#14.5 - Coffee & Vanilla 14.506-20-2020,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-14,chapter/coffee-vanilla/chapter-14,#14 - Home & Accident04-09-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-13.5,chapter/coffee-vanilla/chapter-13.5,#13.5 - Chapter 13.503-24-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-13,chapter/coffee-vanilla/chapter-13,#13 - Chapter 1303-13-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-12,chapter/coffee-vanilla/chapter-12,#12 - Chapter 1203-04-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-11,chapter/coffee-vanilla/chapter-11,#11 - Chapter 1102-26-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-10.5,chapter/coffee-vanilla/chapter-10.5,#10.5 - Coffee & Vanilla 10.502-27-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-10,chapter/coffee-vanilla/chapter-10,#10 - Enemy & Guardian02-21-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-9.5,chapter/coffee-vanilla/chapter-9.5,#9.5 - [Vol 2 Extra]02-14-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-9,chapter/coffee-vanilla/chapter-9,#9 - Heat & Competition02-14-2017,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-8.5,chapter/coffee-vanilla/chapter-8.5,#8.5 - Chapter 8.507-19-2016,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-8,chapter/coffee-vanilla/chapter-8,#8 - Chapter 807-19-2016,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-7,chapter/coffee-vanilla/chapter-7,#7 - Chapter 706-02-2016,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-6,chapter/coffee-vanilla/chapter-6,#6 - Chapter 606-02-2016,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-5,chapter/coffee-vanilla/chapter-5,#5 - Vol.1 chapter 505-24-2016,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-4,chapter/coffee-vanilla/chapter-4,#4 - Chapter 405-23-2016,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-3,chapter/coffee-vanilla/chapter-3,#3 - 3rd Cup - First Overnight Stay & XXX05-20-2016,true,57,true,true
true,https://mangapanda.onl/chapter/coffee-vanilla/chapter-2,chapter/coffee-vanilla/chapter-2,#2 - 2nd Cup - Bitter Call05-17-2016,true,57,true,true
false,https://mangapanda.onl/manga/dr-stone_104,manga/dr-stone_104,,false,11,false,true
false,https://mangapanda.onl/chapter/dr-stone_104/chapter-180,chapter/dr-stone_104/chapter-180,#180,false,57,true,true
false,https://mangapanda.onl/manga/uq-holder_124,manga/uq-holder_124,,false,13,false,true
false,https://mangapanda.onl/chapter/uq-holder_124/chapter-179,chapter/uq-holder_124/chapter-179,#179,false,57,true,true
false,https://mangapanda.onl/manga/the-god-of-high-school_101,manga/the-god-of-high-school_101,,false,13,false,true
false,https://mangapanda.onl/chapter/the-god-of-high-school_101/chapter-498,chapter/the-god-of-high-school_101/chapter-498,#498,false,56,true,true
false,https://mangapanda.onl/manga/mairimashita-iruma-kun,manga/mairimashita-iruma-kun,,false,6,false,false
false,https://mangapanda.onl/chapter/mairimashita-iruma-kun/chapter-187,chapter/mairimashita-iruma-kun/chapter-187,#187,false,56,true,true
false,https://mangapanda.onl/manga/panlong,manga/panlong,,false,20,false,false
false,https://mangapanda.onl/chapter/panlong/chapter-209,chapter/panlong/chapter-209,#209,false,57,true,true
false,https://mangapanda.onl/manga/martial-peak,manga/martial-peak,,false,16,false,false
false,https://mangapanda.onl/chapter/martial-peak/chapter-900,chapter/martial-peak/chapter-900,#900,false,56,true,true
false,https://mangapanda.onl/manga/yuan-zun,manga/yuan-zun,,false,13,false,false
false,https://mangapanda.onl/chapter/yuan-zun/chapter-285.5,chapter/yuan-zun/chapter-285.5,#285.5,false,55,true,true
false,https://mangapanda.onl/manga/kengan-omega,manga/kengan-omega,,false,17,false,false
false,https://mangapanda.onl/chapter/kengan-omega/chapter-93,chapter/kengan-omega/chapter-93,#93,false,56,true,true
false,https://mangapanda.onl/manga/goddess-creation-system,manga/goddess-creation-system,,false,16,false,false
false,https://mangapanda.onl/chapter/goddess-creation-system/chapter-363.5,chapter/goddess-creation-system/chapter-363.5,#363.5,false,56,true,true
false,https://mangapanda.onl/manga/eden-s-zero,manga/eden-s-zero,,false,19,false,false
false,https://mangapanda.onl/chapter/eden-s-zero/chapter-124,chapter/eden-s-zero/chapter-124,#124,false,57,true,true
false,https://mangapanda.onl/manga/tales-of-demons-and-gods,manga/tales-of-demons-and-gods,,false,9,false,false
false,https://mangapanda.onl/chapter/tales-of-demons-and-gods/chapter-310.1,chapter/tales-of-demons-and-gods/chapter-310.1,#310.1,false,57,true,true
false,https://mangapanda.onl/manga/iron-ladies,manga/iron-ladies,,false,19,false,false
false,https://mangapanda.onl/chapter/iron-ladies/chapter-338,chapter/iron-ladies/chapter-338,#338,false,57,true,true
false,https://mangapanda.onl/manga/onepunch-man_119,manga/onepunch-man_119,,false,13,false,true
false,https://mangapanda.onl/chapter/onepunch-man_119/chapter-138,chapter/onepunch-man_119/chapter-138,#138,false,57,true,true
false,https://mangapanda.onl/manga/shen-yi-di-nu,manga/shen-yi-di-nu,,false,17,false,false
false,https://mangapanda.onl/chapter/shen-yi-di-nu/chapter-360.5,chapter/shen-yi-di-nu/chapter-360.5,#360.5,false,57,true,true
false,https://mangapanda.onl/manga/volcanic-age,manga/volcanic-age,,false,16,false,false
false,https://mangapanda.onl/chapter/volcanic-age/chapter-156,chapter/volcanic-age/chapter-156,#156,false,57,true,true
false,https://mangapanda.onl/manga/fairy-tail-100-years-quest_102,manga/fairy-tail-100-years-quest_102,,false,6,false,true
false,https://mangapanda.onl/chapter/fairy-tail-100-years-quest_102/chapter-73,chapter/fairy-tail-100-years-quest_102/chapter-73,#73,false,56,true,true
false,https://mangapanda.onl/manga/the-ruler-of-the-land,manga/the-ruler-of-the-land,,false,13,false,false
false,https://mangapanda.onl/chapter/the-ruler-of-the-land/chapter-589,chapter/the-ruler-of-the-land/chapter-589,#589,false,57,true,true
false,https://mangapanda.onl/manga/combat-continent,manga/combat-continent,,false,12,false,false
false,https://mangapanda.onl/chapter/combat-continent/chapter-266.5,chapter/combat-continent/chapter-266.5,#266.5,false,56,true,true
false,https://mangapanda.onl/manga/ao-no-exorcist_119,manga/ao-no-exorcist_119,,false,13,false,true
false,https://mangapanda.onl/chapter/ao-no-exorcist_119/chapter-128,chapter/ao-no-exorcist_119/chapter-128,#128,false,57,true,true
false,https://mangapanda.onl/manga/jujutsu-kaisen,manga/jujutsu-kaisen,,false,8,false,false
false,https://mangapanda.onl/chapter/jujutsu-kaisen/chapter-134,chapter/jujutsu-kaisen/chapter-134,#134,false,55,true,true
false,https://www.facebook.com/MangaPanda.io,mangapanda.io,,false,11,false,false
false,https://www.instagram.com/mangapanda.io,mangapanda.io,,false,11,false,false
false,https://twitter.com/MangaPandaIO,mangapandaio,,false,15,false,false
false,https://www.pinterest.com/mangareaderio,mangareaderio,,false,10,false,false
false,https://mangapanda.onl/contact,contact,Contact,false,0,false,false
false,https://mangapanda.onl/terms,terms,Terms,false,0,false,false
false,https://mangapanda.onl/privacy,privacy,Privacy,false,0,false,false
false,https://mangahub.io,https://mangahub.io,©mangahub.io group,false,1,false,false
false,https://mangapanda.onl/user/history,user/history,Full List,false,0,false,false
false,/css/notifications.css,/css/notifications.css,,false,2,false,false
false,/css/nprogress.css,/css/nprogress.css,,false,2,false,false
false,https://kissmanga.org/manga/dz919342,manga/dz919342,,true,0,false,true
false,/static/images/favicon.ico,/static/images/favicon.ico,,false,2,false,false
false,/static/resources/style.min.css,/static/resources/style.min.css,,false,2,false,false
false,https://static.animecdn.xyz/manifest.json,manifest.json,,false,0,false,false
false,/static/theme/css/override.css,/static/theme/css/override.css,,false,2,false,false
false,https://kissmanga.org/login?redirect_to=,login?redirect_to=,login,false,0,false,false
false,https://kissmanga.org/register?redirect_to=,register?redirect_to=,register,false,0,false,false
false,https://kissmanga.org,https://kissmanga.org,KissAnime,false,0,false,false
false,/manga_list,/manga_list,Manga list,false,6,false,false
false,/manga_list?action=genre&q=Action,/manga_list?action=genre&q=action,Action Manga,false,4,false,false
false,/manga_list?action=genre&q=Adventure,/manga_list?action=genre&q=adventure,Adventure Manga,false,4,false,false
false,/manga_list?action=genre&q=Fantasy,/manga_list?action=genre&q=fantasy,Fantasy Manga,false,4,false,false
false,/manga_list?action=genre&q=Webtoons,/manga_list?action=genre&q=webtoons,Webtoons Manga,false,4,false,false
false,/login,/login,Login,false,0,false,false
false,/register,/register,Register,false,0,false,false
true,/chapter/dz919342/chapter_71,/chapter/dz919342/chapter_71,Ranker Who Lives A Second Time - Chapter 71,true,70,true,true
true,/chapter/dz919342/chapter_70,/chapter/dz919342/chapter_70,Ranker Who Lives A Second Time - Chapter 70,true,70,true,true
true,/chapter/dz919342/chapter_69,/chapter/dz919342/chapter_69,Ranker Who Lives A Second Time - Chapter 69,true,70,true,true
true,/chapter/dz919342/chapter_68,/chapter/dz919342/chapter_68,Ranker Who Lives A Second Time - Chapter 68,true,70,true,true
true,/chapter/dz919342/chapter_67,/chapter/dz919342/chapter_67,Ranker Who Lives A Second Time - Chapter 67,true,70,true,true
true,/chapter/dz919342/chapter_66,/chapter/dz919342/chapter_66,Ranker Who Lives A Second Time - Chapter 66,true,70,true,true
true,/chapter/dz919342/chapter_65,/chapter/dz919342/chapter_65,Ranker Who Lives A Second Time - Chapter 65,true,70,true,true
true,/chapter/dz919342/chapter_64,/chapter/dz919342/chapter_64,Ranker Who Lives A Second Time - Chapter 64,true,70,true,true
true,/chapter/dz919342/chapter_63,/chapter/dz919342/chapter_63,Ranker Who Lives A Second Time - Chapter 63,true,70,true,true
true,/chapter/dz919342/chapter_62,/chapter/dz919342/chapter_62,Ranker Who Lives A Second Time - Chapter 62,true,70,true,true
true,/chapter/dz919342/chapter_61,/chapter/dz919342/chapter_61,Ranker Who Lives A Second Time - Chapter 61,true,70,true,true
true,/chapter/dz919342/chapter_60,/chapter/dz919342/chapter_60,Ranker Who Lives A Second Time - Chapter 60,true,70,true,true
true,/chapter/dz919342/chapter_59,/chapter/dz919342/chapter_59,Ranker Who Lives A Second Time - Chapter 59,true,70,true,true
true,/chapter/dz919342/chapter_58,/chapter/dz919342/chapter_58,Ranker Who Lives A Second Time - Chapter 58,true,70,true,true
true,/chapter/dz919342/chapter_57,/chapter/dz919342/chapter_57,Ranker Who Lives A Second Time - Chapter 57,true,70,true,true
true,/chapter/dz919342/chapter_56,/chapter/dz919342/chapter_56,Ranker Who Lives A Second Time - Chapter 56,true,70,true,true
true,/chapter/dz919342/chapter_55,/chapter/dz919342/chapter_55,Ranker Who Lives A Second Time - Chapter 55,true,70,true,true
true,/chapter/dz919342/chapter_54,/chapter/dz919342/chapter_54,Ranker Who Lives A Second Time - Chapter 54,true,70,true,true
true,/chapter/dz919342/chapter_53,/chapter/dz919342/chapter_53,Ranker Who Lives A Second Time - Chapter 53,true,70,true,true
true,/chapter/dz919342/chapter_52,/chapter/dz919342/chapter_52,Ranker Who Lives A Second Time - Chapter 52,true,70,true,true
true,/chapter/dz919342/chapter_51,/chapter/dz919342/chapter_51,Ranker Who Lives A Second Time - Chapter 51,true,70,true,true
true,/chapter/dz919342/chapter_50,/chapter/dz919342/chapter_50,Ranker Who Lives A Second Time - Chapter 50,true,70,true,true
true,/chapter/dz919342/chapter_49,/chapter/dz919342/chapter_49,Ranker Who Lives A Second Time - Chapter 49,true,70,true,true
true,/chapter/dz919342/chapter_48,/chapter/dz919342/chapter_48,Ranker Who Lives A Second Time - Chapter 48,true,70,true,true
true,/chapter/dz919342/chapter_47,/chapter/dz919342/chapter_47,Ranker Who Lives A Second Time - Chapter 47,true,70,true,true
true,/chapter/dz919342/chapter_46,/chapter/dz919342/chapter_46,Ranker Who Lives A Second Time - Chapter 46,true,70,true,true
true,/chapter/dz919342/chapter_45,/chapter/dz919342/chapter_45,Ranker Who Lives A Second Time - Chapter 45,true,70,true,true
true,/chapter/dz919342/chapter_44,/chapter/dz919342/chapter_44,Ranker Who Lives A Second Time - Chapter 44,true,70,true,true
true,/chapter/dz919342/chapter_43,/chapter/dz919342/chapter_43,Ranker Who Lives A Second Time - Chapter 43,true,70,true,true
true,/chapter/dz919342/chapter_42,/chapter/dz919342/chapter_42,Ranker Who Lives A Second Time - Chapter 42,true,70,true,true
true,/chapter/dz919342/chapter_41,/chapter/dz919342/chapter_41,Ranker Who Lives A Second Time - Chapter 41,true,70,true,true
true,/chapter/dz919342/chapter_40,/chapter/dz919342/chapter_40,Ranker Who Lives A Second Time - Chapter 40,true,70,true,true
true,/chapter/dz919342/chapter_39,/chapter/dz919342/chapter_39,Ranker Who Lives A Second Time - Chapter 39,true,70,true,true
true,/chapter/dz919342/chapter_38.1,/chapter/dz919342/chapter_38.1,Ranker Who Lives A Second Time - Chapter 38.1,true,70,true,true
true,/chapter/dz919342/chapter_37,/chapter/dz919342/chapter_37,Ranker Who Lives A Second Time - Chapter 37,true,70,true,true
true,/chapter/dz919342/chapter_36,/chapter/dz919342/chapter_36,Ranker Who Lives A Second Time - Chapter 36,true,70,true,true
true,/chapter/dz919342/chapter_35,/chapter/dz919342/chapter_35,Ranker Who Lives A Second Time - Chapter 35,true,70,true,true
true,/chapter/dz919342/chapter_34,/chapter/dz919342/chapter_34,Ranker Who Lives A Second Time - Chapter 34,true,70,true,true
true,/chapter/dz919342/chapter_33,/chapter/dz919342/chapter_33,Ranker Who Lives A Second Time - Chapter 33,true,70,true,true
true,/chapter/dz919342/chapter_32,/chapter/dz919342/chapter_32,Ranker Who Lives A Second Time - Chapter 32,true,70,true,true
true,/chapter/dz919342/chapter_31,/chapter/dz919342/chapter_31,Ranker Who Lives A Second Time - Chapter 31,true,70,true,true
true,/chapter/dz919342/chapter_30,/chapter/dz919342/chapter_30,Ranker Who Lives A Second Time - Chapter 30,true,70,true,true
true,/chapter/dz919342/chapter_29,/chapter/dz919342/chapter_29,Ranker Who Lives A Second Time - Chapter 29,true,70,true,true
true,/chapter/dz919342/chapter_28,/chapter/dz919342/chapter_28,Ranker Who Lives A Second Time - Chapter 28,true,70,true,true
true,/chapter/dz919342/chapter_27,/chapter/dz919342/chapter_27,Ranker Who Lives A Second Time - Chapter 27,true,70,true,true
true,/chapter/dz919342/chapter_26,/chapter/dz919342/chapter_26,Ranker Who Lives A Second Time - Chapter 26,true,70,true,true
true,/chapter/dz919342/chapter_25,/chapter/dz919342/chapter_25,Ranker Who Lives A Second Time - Chapter 25,true,70,true,true
true,/chapter/dz919342/chapter_24,/chapter/dz919342/chapter_24,Ranker Who Lives A Second Time - Chapter 24,true,70,true,true
true,/chapter/dz919342/chapter_23,/chapter/dz919342/chapter_23,Ranker Who Lives A Second Time - Chapter 23,true,70,true,true
true,/chapter/dz919342/chapter_22,/chapter/dz919342/chapter_22,Ranker Who Lives A Second Time - Chapter 22,true,70,true,true
true,/chapter/dz919342/chapter_21,/chapter/dz919342/chapter_21,Ranker Who Lives A Second Time - Chapter 21,true,70,true,true
true,/chapter/dz919342/chapter_20,/chapter/dz919342/chapter_20,Ranker Who Lives A Second Time - Chapter 20,true,70,true,true
true,/chapter/dz919342/chapter_19,/chapter/dz919342/chapter_19,Ranker Who Lives A Second Time - Chapter 19,true,70,true,true
true,/chapter/dz919342/chapter_18,/chapter/dz919342/chapter_18,Ranker Who Lives A Second Time - Chapter 18,true,70,true,true
true,/chapter/dz919342/chapter_17,/chapter/dz919342/chapter_17,Ranker Who Lives A Second Time - Chapter 17,true,70,true,true
true,/chapter/dz919342/chapter_16,/chapter/dz919342/chapter_16,Ranker Who Lives A Second Time - Chapter 16,true,70,true,true
true,/chapter/dz919342/chapter_15,/chapter/dz919342/chapter_15,Ranker Who Lives A Second Time - Chapter 15,true,70,true,true
true,/chapter/dz919342/chapter_14,/chapter/dz919342/chapter_14,Ranker Who Lives A Second Time - Chapter 14,true,70,true,true
true,/chapter/dz919342/chapter_13,/chapter/dz919342/chapter_13,Ranker Who Lives A Second Time - Chapter 13,true,70,true,true
